season,team,pts_per_game
1959,St. Louis Hawks,108.8
1959,Syracuse Nationals,113.1
1959,League Average,108.2
1958,Boston Celtics,109.9
1958,Cincinnati Royals,101.7
1958,Detroit Pistons,105.3
1958,Minneapolis Lakers,105.1
1958,New York Knicks,112.1
1958,Philadelphia Warriors,104.3
1958,St. Louis Hawks,107.5
1958,Syracuse Nationals,107.2
1958,League Average,106.6
1957,Boston Celtics,105.5
1957,Fort Wayne Pistons,96.4
1957,Minneapolis Lakers,102.3
1957,New York Knicks,100.8
1957,Philadelphia Warriors,100.4
1957,Rochester Royals,93.4
1957,St. Louis Hawks,98.5
1957,Syracuse Nationals,99.7
1957,League Average,99.6
1956,Boston Celtics,106
1956,Fort Wayne Pistons,94.4
1956,Minneapolis Lakers,99.3
1956,New York Knicks,100.2
1956,Philadelphia Warriors,103.1
1956,Rochester Royals,95.8
1956,St. Louis Hawks,96.6
1956,Syracuse Nationals,96.9
1956,League Average,99
1955,Baltimore Bullets,NA
1955,Boston Celtics,101.5
1955,Fort Wayne Pistons,92.4
1955,Milwaukee Hawks,87.4
1955,Minneapolis Lakers,95.6
1955,New York Knicks,92.7
1955,Philadelphia Warriors,93.2
1955,Rochester Royals,90.8
1955,Syracuse Nationals,91.1
1955,League Average,93.1
1954,Baltimore Bullets,78.3
1954,Boston Celtics,87.7
1954,Fort Wayne Pistons,77.7
1954,Milwaukee Hawks,70
1954,Minneapolis Lakers,81.7
1954,New York Knicks,79
1954,Philadelphia Warriors,78.2
1954,Rochester Royals,79.8
1954,Syracuse Nationals,83.5
1954,League Average,79.5
1953,Baltimore Bullets,84.4
1953,Boston Celtics,88.1
1953,Fort Wayne Pistons,81
1953,Indianapolis Olympians,74.6
1953,Milwaukee Hawks,75.9
1953,Minneapolis Lakers,85.3
1953,New York Knicks,85.5
1953,Philadelphia Warriors,80.2
1953,Rochester Royals,86.3
1953,Syracuse Nationals,85.6
1953,League Average,82.7
1952,Baltimore Bullets,81.5
1952,Boston Celtics,91.3
1952,Fort Wayne Pistons,78
1952,Indianapolis Olympians,82.9
1952,Milwaukee Hawks,73.2
1952,Minneapolis Lakers,85.6
1952,New York Knicks,85
1952,Philadelphia Warriors,86.5
1952,Rochester Royals,86.2
1952,Syracuse Nationals,86.7
1952,League Average,83.7
1951,Baltimore Bullets,82
1951,Boston Celtics,85.2
1951,Fort Wayne Pistons,84.1
1951,Indianapolis Olympians,81.7
1951,Minneapolis Lakers,82.8
1951,New York Knicks,85.8
1951,Philadelphia Warriors,85.4
1951,Rochester Royals,84.6
1951,Syracuse Nationals,86.1
1951,Tri-Cities Blackhawks,84.3
1951,Washington Capitols,81.3
1951,League Average,84.1
1950,Anderson Packers,87.3
1950,Baltimore Bullets,73.1
1950,Boston Celtics,79.7
1950,Chicago Stags,78.7
1950,Denver Nuggets,77.7
1950,Fort Wayne Pistons,79.3
1950,Indianapolis Olympians,85.8
1950,Minneapolis Lakers,84.1
1950,New York Knicks,80.7
1950,Philadelphia Warriors,73.3
1950,Rochester Royals,82.4
1950,Sheboygan Red Skins,82.4
1950,St. Louis Bombers,73.7
1950,Syracuse Nationals,84.8
1950,Tri-Cities Blackhawks,83
1950,Waterloo Hawks,79.4
1950,Washington Capitols,76.5
1950,League Average,80
1949,Baltimore Bullets,83.6
1949,Boston Celtics,76.6
1949,Chicago Stags,84
1949,Fort Wayne Pistons,74.3
1949,Indianapolis Jets,74.7
1949,Minneapolis Lakers,84
1949,New York Knicks,79.2
1949,Philadelphia Warriors,83.7
1949,Providence Steamrollers,78.5
1949,Rochester Royals,84
1949,St. Louis Bombers,75.8
1949,Washington Capitols,81.8
1949,League Average,80
1948,Baltimore Bullets,74.4
1948,Boston Celtics,68.8
1948,Chicago Stags,75.8
1948,New York Knicks,74.5
1948,Philadelphia Warriors,73.4
1948,Providence Steamrollers,69.1
1948,St. Louis Bombers,71.5
1948,Washington Capitols,73.7
1948,League Average,72.7
1947,Boston Celtics,60.1
1947,Chicago Stags,77
1947,Cleveland Rebels,70.9
1947,Detroit Falcons,63.3
1947,New York Knicks,64.7
1947,Philadelphia Warriors,68.6
1947,Pittsburgh Ironmen,61.2
1947,Providence Steamrollers,72.5
1947,St. Louis Bombers,66.6
1947,Toronto Huskies,66.6
1947,Washington Capitols,73.8
1947,League Average,67.8
